Geneid	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.1.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.3.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.4.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.1.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.2.bam	X.home.bio.NCL_OV.clean_data.bam_output.HFLS.sh.NC.3.bam	gene_name	gene_biotype
367	ENSG00000016082	0	0	0	0	0	0	ISL1	protein_coding
368	ENSG00000016391	457	682	715	459	411	448	CHDH	protein_coding
369	ENSG00000016402	0	4	0	0	0	4	IL20RA	protein_coding
370	ENSG00000016490	0	0	0	0	0	0	CLCA1	protein_coding
371	ENSG00000016602	0	0	0	0	0	0	CLCA4	protein_coding
372	ENSG00000016864	2123	1866	1997	1786	1856	1776	GLT8D1	protein_coding
373	ENSG00000017260	3227	3654	3535	3197	3905	4088	ATP2C1	protein_coding
374	ENSG00000017427	0	7	10	0	0	4	IGF1	protein_coding
375	ENSG00000017483	712	905	963	1716	1860	1988	SLC38A5	protein_coding
376	ENSG00000017797	2823	3619	3917	3583	3424	3613	RALBP1	protein_coding
377	ENSG00000018189	889	898	1053	899	998	1091	RUFY3	protein_coding
378	ENSG00000018236	0	4	2	2	2	4	CNTN1	protein_coding
379	ENSG00000018280	14	12	12	6	8	14	SLC11A1	protein_coding
380	ENSG00000018408	1472	1766	1773	1777	1621	3463	WWTR1	protein_coding
381	ENSG00000018510	1910	2047	1861	733	994	922	AGPS	protein_coding
382	ENSG00000018607	0	0	0	0	0	0	ZNF806	transcribed_unprocessed_pseudogene
383	ENSG00000018610	538	672	673	212	287	431	STEEP1	protein_coding
384	ENSG00000018625	0	0	4	12	0	0	ATP1A2	protein_coding
385	ENSG00000018699	362	243	281	238	260	285	TTC27	protein_coding
386	ENSG00000018869	73	66	83	26	69	103	ZNF582	protein_coding
387	ENSG00000019102	0	0	0	2	0	0	VSIG2	protein_coding
388	ENSG00000019144	4348	4711	4582	3590	4654	7074	PHLDB1	protein_coding
389	ENSG00000019169	10	15	3	12	17	4	MARCO	protein_coding
390	ENSG00000019186	0	0	0	0	0	0	CYP24A1	protein_coding
391	ENSG00000019485	245	198	308	125	144	199	PRDM11	protein_coding
392	ENSG00000019505	0	0	0	0	0	0	SYT13	protein_coding
393	ENSG00000019549	5763	6944	6956	4899	4970	7134	SNAI2	protein_coding
394	ENSG00000019582	11	14	23	16	13	27	CD74	protein_coding
395	ENSG00000019991	2	6	12	6	18	75	HGF	protein_coding
396	ENSG00000019995	602	767	833	784	701	705	ZRANB1	protein_coding
397	ENSG00000020129	1767	1691	1854	1308	1843	1985	NCDN	protein_coding
398	ENSG00000020181	8947	11904	13539	10478	9285	6704	ADGRA2	protein_coding
399	ENSG00000020219	6	0	0	0	0	0	CCT8L1P	processed_pseudogene
400	ENSG00000020256	513	504	594	551	531	519	ZFP64	protein_coding
401	ENSG00000020426	273	298	341	269	251	542	MNAT1	protein_coding
402	ENSG00000020577	4574	6254	6074	5912	5897	4595	SAMD4A	protein_coding
403	ENSG00000020633	801	1035	1053	1321	1108	1153	RUNX3	protein_coding
404	ENSG00000020922	523	524	535	395	309	451	MRE11	protein_coding
405	ENSG00000021300	2	4	4	2	0	9	PLEKHB1	protein_coding
406	ENSG00000021355	665	644	655	425	552	655	SERPINB1	protein_coding
407	ENSG00000021461	0	0	2	0	0	0	CYP3A43	protein_coding
408	ENSG00000021488	4	8	2	2	2	1	SLC7A9	protein_coding
409	ENSG00000021574	189	256	304	285	385	391	SPAST	protein_coding
410	ENSG00000021645	50	30	45	19	22	6	NRXN3	protein_coding
411	ENSG00000021762	2050	2527	2685	2642	2615	3333	OSBPL5	protein_coding
412	ENSG00000021776	1137	1081	1222	801	983	1259	AQR	protein_coding
413	ENSG00000021826	221	284	326	190	308	263	CPS1	protein_coding
414	ENSG00000021852	0	0	0	0	0	0	C8B	protein_coding
415	ENSG00000022267	2546	2592	2810	2047	1959	2276	FHL1	protein_coding
416	ENSG00000022277	1805	1856	2140	1130	1697	1955	RTF2	protein_coding
417	ENSG00000022355	0	0	0	0	0	0	GABRA1	protein_coding
418	ENSG00000022556	0	0	0	0	0	0	NLRP2	protein_coding
419	ENSG00000022567	158	202	201	185	225	218	SLC45A4	protein_coding
420	ENSG00000022840	3555	3411	4034	2869	3647	3863	RNF10	protein_coding
421	ENSG00000022976	146	126	145	135	132	55	ZNF839	protein_coding
422	ENSG00000023041	841	928	998	846	927	949	ZDHHC6	protein_coding
423	ENSG00000023171	541	543	617	944	1045	1669	GRAMD1B	protein_coding
424	ENSG00000023191	176	124	278	375	226	131	RNH1	protein_coding
425	ENSG00000023228	35	206	67	188	62	61	NDUFS1	protein_coding
426	ENSG00000023287	917	1043	1209	2175	1857	2301	RB1CC1	protein_coding
427	ENSG00000023318	2068	1662	1801	1676	1652	1707	ERP44	protein_coding
428	ENSG00000023330	914	796	831	761	1284	1446	ALAS1	protein_coding
429	ENSG00000023445	65	159	136	157	91	286	BIRC3	protein_coding
430	ENSG00000023516	811	1168	991	2144	1909	2461	AKAP11	protein_coding
431	ENSG00000023572	410	372	458	190	240	342	GLRX2	protein_coding
432	ENSG00000023608	369	353	446	269	262	354	SNAPC1	protein_coding
433	ENSG00000023697	485	422	567	333	461	423	DERA	protein_coding
434	ENSG00000023734	2117	2041	2197	1910	2486	2636	STRAP	protein_coding
435	ENSG00000023839	42	28	36	13	31	26	ABCC2	protein_coding
436	ENSG00000023892	68	49	71	29	81	71	DEF6	protein_coding
437	ENSG00000023902	1305	1183	1211	1337	1878	1408	PLEKHO1	protein_coding
438	ENSG00000023909	995	1155	1373	1543	1397	916	GCLM	protein_coding
439	ENSG00000024048	1037	1092	1168	1076	1169	1323	UBR2	protein_coding
440	ENSG00000024422	18227	16985	18265	19839	22422	17023	EHD2	protein_coding
441	ENSG00000024526	12	29	12	4	149	28	DEPDC1	protein_coding
442	ENSG00000024862	426	468	439	184	249	292	CCDC28A	protein_coding
443	ENSG00000025039	2	4	4	10	20	24	RRAGD	protein_coding
444	ENSG00000025156	405	432	405	250	230	288	HSF2	protein_coding
445	ENSG00000025293	1012	1356	1220	1224	1052	989	PHF20	protein_coding
446	ENSG00000025423	18	6	0	0	12	6	HSD17B6	protein_coding
447	ENSG00000025434	252	256	253	129	191	142	NR1H3	protein_coding
448	ENSG00000025708	1955	1611	2479	1198	852	1639	TYMP	protein_coding
449	ENSG00000025770	982	1007	1199	444	675	897	NCAPH2	protein_coding
450	ENSG00000025772	425	321	423	421	951	1276	TOMM34	protein_coding
451	ENSG00000025796	3794	3634	3812	3832	3496	4151	SEC63	protein_coding
452	ENSG00000025800	2044	2146	2415	1744	2087	2513	KPNA6	protein_coding
453	ENSG00000026025	97650	77182	88420	76172	80466	104434	VIM	protein_coding
454	ENSG00000026036	200	187	248	140	225	318	RTEL1-TNFRSF6B	protein_coding
455	ENSG00000026103	3361	2561	2753	1070	1528	1324	FAS	protein_coding
456	ENSG00000026297	184	226	272	217	278	277	RNASET2	protein_coding
457	ENSG00000026508	17949	15913	18246	22087	24110	33709	CD44	protein_coding
458	ENSG00000026559	579	627	680	237	236	186	KCNG1	protein_coding
459	ENSG00000026652	642	589	696	519	555	718	AGPAT4	protein_coding
460	ENSG00000026751	0	0	0	0	0	0	SLAMF7	protein_coding
461	ENSG00000026950	550	461	599	409	408	824	BTN3A1	protein_coding
462	ENSG00000027001	258	310	324	149	222	256	MIPEP	protein_coding
463	ENSG00000027075	35	21	29	19	37	20	PRKCH	protein_coding
464	ENSG00000027644	2	0	4	6	0	6	INSRR	protein_coding
465	ENSG00000027697	1430	1494	1765	1035	908	1161	IFNGR1	protein_coding
466	ENSG00000027847	1005	1045	1195	808	1044	1089	B4GALT7	protein_coding
467	ENSG00000027869	10	2	4	8	10	4	SH2D2A	protein_coding
468	ENSG00000028116	319	401	480	322	320	499	VRK2	protein_coding
469	ENSG00000028137	541	715	891	569	568	705	TNFRSF1B	protein_coding
470	ENSG00000028203	1211	1108	1243	1198	1265	1147	VEZT	protein_coding
471	ENSG00000028277	901	1016	902	1705	1736	3561	POU2F2	protein_coding
472	ENSG00000028310	1116	1171	1161	837	1091	1305	BRD9	protein_coding
473	ENSG00000028528	3072	3043	3390	2893	3152	4387	SNX1	protein_coding
474	ENSG00000028839	293	323	288	166	180	217	TBPL1	protein_coding
475	ENSG00000029153	146	214	211	207	397	371	ARNTL2	protein_coding
476	ENSG00000029363	2820	3031	2852	2623	2576	3222	BCLAF1	protein_coding
477	ENSG00000029364	525	578	635	1524	1677	1933	SLC39A9	protein_coding
478	ENSG00000029534	54	46	89	28	32	106	ANK1	protein_coding
479	ENSG00000029559	0	0	0	0	0	0	IBSP	protein_coding
480	ENSG00000029639	183	112	225	113	159	221	TFB1M	protein_coding
481	ENSG00000029725	1063	1216	1220	1169	1325	1423	RABEP1	protein_coding
482	ENSG00000029993	212	170	253	150	288	204	HMGB3	protein_coding
483	ENSG00000030066	42	163	284	165	188	167	NUP160	protein_coding
484	ENSG00000030110	1422	1111	1214	412	679	574	BAK1	protein_coding
485	ENSG00000030304	0	0	0	0	2	7	MUSK	protein_coding
486	ENSG00000030419	126	184	178	163	161	221	IKZF2	protein_coding
487	ENSG00000030582	20378	16860	18619	20848	22456	29435	GRN	protein_coding
488	ENSG00000031003	1946	1678	1915	874	1457	1563	FAM13B	protein_coding
489	ENSG00000031081	1027	1020	1060	814	1196	1273	ARHGAP31	protein_coding
490	ENSG00000031691	120	85	130	59	90	58	CENPQ	protein_coding
491	ENSG00000031698	6781	6174	6728	4054	4893	3581	SARS1	protein_coding
492	ENSG00000031823	1934	1616	1799	1443	1844	2405	RANBP3	protein_coding
493	ENSG00000032219	496	645	630	810	518	659	ARID4A	protein_coding
494	ENSG00000032389	514	409	516	247	438	514	EIPR1	protein_coding
495	ENSG00000032444	4230	4618	5123	3095	4661	6603	PNPLA6	protein_coding
496	ENSG00000032742	278	261	271	157	167	194	IFT88	protein_coding
497	ENSG00000033011	753	849	807	339	586	729	ALG1	protein_coding
498	ENSG00000033030	764	742	606	519	547	480	ZCCHC8	protein_coding
499	ENSG00000033050	421	266	327	175	385	345	ABCF2	protein_coding
500	ENSG00000033100	5720	6347	7401	4846	6747	6688	CHPF2	protein_coding
501	ENSG00000033122	2	12	4	2	4	4	LRRC7	protein_coding
502	ENSG00000033170	2074	2335	2842	1723	2201	2903	FUT8	protein_coding
503	ENSG00000033178	1227	1309	1279	1389	1467	1724	UBA6	protein_coding
504	ENSG00000033327	348	456	489	784	799	839	GAB2	protein_coding
505	ENSG00000033627	1229	1259	1198	843	1084	2107	ATP6V0A1	protein_coding
506	ENSG00000033800	778	679	964	888	797	914	PIAS1	protein_coding
507	ENSG00000033867	1928	2426	2266	2173	1730	1683	SLC4A7	protein_coding
508	ENSG00000034053	28	22	26	28	24	46	APBA2	protein_coding
509	ENSG00000034152	4695	4045	4339	2178	3461	3960	MAP2K3	protein_coding
510	ENSG00000034239	13	6	2	7	12	10	EFCAB1	protein_coding
511	ENSG00000034510	27001	21391	24277	24777	32908	39064	TMSB10	protein_coding
512	ENSG00000034533	203	149	123	78	105	158	ASTE1	protein_coding
513	ENSG00000034677	1626	1623	1679	1188	1338	1303	RNF19A	protein_coding
514	ENSG00000034693	361	311	377	303	373	401	PEX3	protein_coding
515	ENSG00000034713	1675	1696	1879	1427	1775	1737	GABARAPL2	protein_coding
516	ENSG00000034971	0	0	0	4	0	0	MYOC	protein_coding
517	ENSG00000035115	522	624	621	635	620	564	SH3YL1	protein_coding
518	ENSG00000035141	654	493	545	417	511	526	FAM136A	protein_coding
519	ENSG00000035403	9026	9155	9726	9003	11552	10107	VCL	protein_coding
520	ENSG00000035499	2	3	6	4	47	11	DEPDC1B	protein_coding
521	ENSG00000035664	32	106	112	135	161	284	DAPK2	protein_coding
522	ENSG00000035681	1477	1319	1457	1046	1173	1428	NSMAF	protein_coding
523	ENSG00000035687	1368	1351	1480	1101	1407	2296	ADSS2	protein_coding
524	ENSG00000035720	0	0	0	0	0	0	STAP1	protein_coding
525	ENSG00000035862	24004	26296	29269	31513	30780	40096	TIMP2	protein_coding
526	ENSG00000035928	1161	1233	1322	1189	1333	1644	RFC1	protein_coding
527	ENSG00000036054	1658	1767	1757	1546	1348	1722	TBC1D23	protein_coding
528	ENSG00000036257	1535	1617	1718	1521	1793	1977	CUL3	protein_coding
529	ENSG00000036448	0	0	0	0	0	0	MYOM2	protein_coding
530	ENSG00000036473	0	0	0	0	0	0	OTC	protein_coding
531	ENSG00000036530	5	3	15	16	12	24	CYP46A1	protein_coding
532	ENSG00000036549	1647	1455	1428	1266	1126	1046	ZZZ3	protein_coding
533	ENSG00000036565	0	0	0	0	0	0	SLC18A1	protein_coding
534	ENSG00000036672	0	6	8	8	9	4	USP2	protein_coding
535	ENSG00000036828	0	0	0	0	0	0	CASR	protein_coding
536	ENSG00000037042	1902	1520	1620	1441	1503	2094	TUBG2	protein_coding
537	ENSG00000037241	838	382	520	206	328	405	RPL26L1	protein_coding
538	ENSG00000037280	14	0	0	2	0	10	FLT4	protein_coding
539	ENSG00000037474	1659	1683	1663	1206	1703	1767	NSUN2	protein_coding
540	ENSG00000037637	1062	1136	1334	1050	1212	1095	FBXO42	protein_coding
541	ENSG00000037749	850	1231	1252	923	1226	1185	MFAP3	protein_coding
542	ENSG00000037757	694	705	749	684	820	613	MRI1	protein_coding
543	ENSG00000037897	159	146	145	146	202	234	METTL1	protein_coding
544	ENSG00000037965	2475	2320	2248	2405	2502	1721	HOXC8	protein_coding
545	ENSG00000038002	365	415	499	418	402	302	AGA	protein_coding
546	ENSG00000038210	523	703	733	517	661	761	PI4K2B	protein_coding
547	ENSG00000038219	1760	2443	2376	2946	2276	2808	BOD1L1	protein_coding
548	ENSG00000038274	1304	1335	1471	963	1281	1754	MAT2B	protein_coding
549	ENSG00000038295	0	0	0	0	0	0	TLL1	protein_coding
550	ENSG00000038358	1479	1566	1556	1353	1682	1815	EDC4	protein_coding
551	ENSG00000038382	10139	12997	13165	12228	12969	12804	TRIO	protein_coding
552	ENSG00000038427	11250	12330	11997	13685	13765	8887	VCAN	protein_coding
553	ENSG00000038532	825	760	833	739	953	1308	CLEC16A	protein_coding
554	ENSG00000038945	9	26	13	26	16	13	MSR1	protein_coding
555	ENSG00000039068	6	0	1	0	2	0	CDH1	protein_coding
556	ENSG00000039123	1416	1362	1353	863	1057	1150	MTREX	protein_coding
557	ENSG00000039139	97	94	133	92	67	64	DNAH5	protein_coding
558	ENSG00000039319	937	1515	1429	1119	1143	1347	ZFYVE16	protein_coding
559	ENSG00000039523	2684	2603	2923	2403	3554	3475	RIPOR1	protein_coding
560	ENSG00000039537	0	0	0	0	0	0	C6	protein_coding
561	ENSG00000039560	8751	8159	8271	7528	6818	7046	RAI14	protein_coding
562	ENSG00000039600	0	0	6	4	2	0	SOX30	protein_coding
563	ENSG00000039650	714	641	810	462	744	1273	PNKP	protein_coding
564	ENSG00000039987	2	0	0	0	0	0	BEST2	protein_coding
565	ENSG00000040199	585	625	652	608	974	498	PHLPP2	protein_coding
566	ENSG00000040275	1563	1094	1073	650	907	746	SPDL1	protein_coding
567	ENSG00000040341	230	209	218	376	343	375	STAU2	protein_coding
568	ENSG00000040487	730	843	706	380	659	942	SLC66A1	protein_coding
569	ENSG00000040531	758	867	837	786	809	860	CTNS	protein_coding
570	ENSG00000040608	2	2	8	8	6	6	RTN4R	protein_coding
571	ENSG00000040633	2342	2015	2134	1272	1793	1718	PHF23	protein_coding
572	ENSG00000040731	243	159	185	128	114	134	CDH10	protein_coding
573	ENSG00000040933	674	847	758	722	836	952	INPP4A	protein_coding
574	ENSG00000041353	35	34	53	14	31	196	RAB27B	protein_coding
575	ENSG00000041357	2305	1690	2270	854	1406	1701	PSMA4	protein_coding
576	ENSG00000041515	80	88	108	45	34	25	MYO16	protein_coding
577	ENSG00000041802	1009	905	966	659	988	1403	LSG1	protein_coding
578	ENSG00000041880	1662	1371	1470	1216	1379	1661	PARP3	protein_coding
579	ENSG00000041982	84322	156367	161824	129572	171753	194430	TNC	protein_coding
580	ENSG00000041988	387	472	552	291	358	373	THAP3	protein_coding
581	ENSG00000042062	163	274	298	472	536	2035	RIPOR3	protein_coding
582	ENSG00000042088	326	344	322	251	340	378	TDP1	protein_coding
583	ENSG00000042286	618	533	749	563	802	537	AIFM2	protein_coding
584	ENSG00000042304	0	0	0	0	0	0	C2orf83	transcribed_unprocessed_pseudogene
585	ENSG00000042317	192	160	189	235	149	210	SPATA7	protein_coding
586	ENSG00000042429	114	109	106	84	80	96	MED17	protein_coding
587	ENSG00000042445	1009	889	996	829	1134	1315	RETSAT	protein_coding
588	ENSG00000042493	1299	1031	1222	524	1066	1629	CAPG	protein_coding
589	ENSG00000042753	3999	3745	4043	1986	3660	2978	AP2S1	protein_coding
590	ENSG00000042781	2	1	8	1	2	4	USH2A	protein_coding
591	ENSG00000042813	0	0	0	0	0	0	ZPBP	protein_coding
592	ENSG00000042832	81	175	135	111	141	133	TG	protein_coding
593	ENSG00000042980	246	295	289	574	407	424	ADAM28	protein_coding
594	ENSG00000043039	0	0	0	0	0	0	BARX2	protein_coding
595	ENSG00000043093	588	846	962	591	672	716	DCUN1D1	protein_coding
596	ENSG00000043143	680	777	856	572	881	1211	JADE2	protein_coding
597	ENSG00000043355	0	0	0	0	2	0	ZIC2	protein_coding
598	ENSG00000043462	0	0	0	0	0	0	LCP2	protein_coding
599	ENSG00000043514	277	306	424	331	339	394	TRIT1	protein_coding
600	ENSG00000043591	2	0	0	2	0	0	ADRB1	protein_coding
601	ENSG00000044012	0	0	0	0	0	0	GUCA2B	protein_coding
602	ENSG00000044090	1840	1842	1890	1890	1991	2737	CUL7	protein_coding
603	ENSG00000044115	9648	8162	9434	7429	9888	12755	CTNNA1	protein_coding
604	ENSG00000044446	389	403	470	454	400	517	PHKA2	protein_coding
605	ENSG00000044459	136	171	235	162	138	248	CNTLN	protein_coding
606	ENSG00000044524	126	72	68	10	26	26	EPHA3	protein_coding
607	ENSG00000044574	11171	11633	12315	14477	19679	12307	HSPA5	protein_coding
608	ENSG00000046604	108	131	171	151	123	83	DSG2	protein_coding
609	ENSG00000046647	310	301	301	302	301	290	GEMIN8	protein_coding
610	ENSG00000046651	325	336	364	373	283	356	OFD1	protein_coding
611	ENSG00000046653	11	22	13	39	18	29	GPM6B	protein_coding
612	ENSG00000046774	0	0	0	0	0	0	MAGEC2	protein_coding
613	ENSG00000046889	8	12	10	0	0	0	PREX2	protein_coding
614	ENSG00000047056	1454	1285	1532	924	1116	1564	WDR37	protein_coding
615	ENSG00000047188	838	1047	951	663	720	726	YTHDC2	protein_coding
616	ENSG00000047230	242	224	253	266	320	270	CTPS2	protein_coding
617	ENSG00000047249	1153	1005	1220	643	1343	1170	ATP6V1H	protein_coding
618	ENSG00000047315	2650	2642	2930	2156	2709	2969	POLR2B	protein_coding
619	ENSG00000047346	1080	1173	1104	1023	870	1425	FAM214A	protein_coding
620	ENSG00000047365	1	0	0	0	0	4	ARAP2	protein_coding
621	ENSG00000047410	3275	3272	3344	3861	3641	4648	TPR	protein_coding
622	ENSG00000047457	0	1	4	0	0	0	CP	protein_coding
623	ENSG00000047578	938	896	920	880	1106	1513	KATNIP	protein_coding
624	ENSG00000047579	327	212	296	163	221	259	DTNBP1	protein_coding
625	ENSG00000047597	0	0	0	0	0	0	XK	protein_coding
626	ENSG00000047617	19	17	6	6	0	3	ANO2	protein_coding
627	ENSG00000047621	516	299	344	231	406	442	C12orf4	protein_coding
628	ENSG00000047634	522	472	364	287	300	267	SCML1	protein_coding
629	ENSG00000047644	1384	1665	1804	1488	1840	2358	WWC3	protein_coding
630	ENSG00000047648	32	34	55	36	38	62	ARHGAP6	protein_coding
631	ENSG00000047662	3	9	5	14	4	13	FAM184B	protein_coding
632	ENSG00000047849	11815	11512	12668	15229	17281	19856	MAP4	protein_coding
633	ENSG00000047932	2540	2236	2129	1358	1397	1263	GOPC	protein_coding
634	ENSG00000047936	32	30	22	10	8	2	ROS1	protein_coding
635	ENSG00000048028	591	673	851	728	584	832	USP28	protein_coding
636	ENSG00000048052	630	990	774	1148	799	790	HDAC9	protein_coding
637	ENSG00000048140	3058	2932	3804	1241	2266	1820	TSPAN17	protein_coding
638	ENSG00000048162	363	230	274	311	409	332	NOP16	protein_coding
639	ENSG00000048342	192	150	188	187	267	460	CC2D2A	protein_coding
640	ENSG00000048392	2025	2355	2323	2707	2818	3578	RRM2B	protein_coding
641	ENSG00000048405	284	350	344	501	523	532	ZNF800	protein_coding
642	ENSG00000048462	1	2	2	6	8	0	TNFRSF17	protein_coding
643	ENSG00000048471	1575	2121	2373	1864	2756	4605	SNX29	protein_coding
644	ENSG00000048540	8	16	4	1	2	4	LMO3	protein_coding
645	ENSG00000048544	834	740	869	637	713	833	MRPS10	protein_coding
646	ENSG00000048545	0	2	1	0	0	2	GUCA1A	protein_coding
647	ENSG00000048649	1355	1907	1891	1998	1653	1804	RSF1	protein_coding
648	ENSG00000048707	1240	1762	1932	2752	2832	2591	VPS13D	protein_coding
649	ENSG00000048740	18	28	34	31	77	108	CELF2	protein_coding
650	ENSG00000048828	3878	4625	4766	4850	5406	5906	FAM120A	protein_coding
651	ENSG00000048991	507	462	527	414	656	843	R3HDM1	protein_coding
652	ENSG00000049089	473	423	560	143	193	124	COL9A2	protein_coding
653	ENSG00000049130	2784	3235	3029	1718	1978	1703	KITLG	protein_coding
654	ENSG00000049167	305	315	384	162	220	238	ERCC8	protein_coding
655	ENSG00000049192	1104	1155	1019	1352	979	1313	ADAMTS6	protein_coding
656	ENSG00000049239	3021	4549	4876	4347	4064	4853	H6PD	protein_coding
657	ENSG00000049245	4890	3922	4492	3160	3884	4218	VAMP3	protein_coding
658	ENSG00000049246	237	318	301	485	468	363	PER3	protein_coding
659	ENSG00000049247	0	0	0	0	0	0	UTS2	protein_coding
660	ENSG00000049249	11	16	4	0	0	4	TNFRSF9	protein_coding
661	ENSG00000049283	20	3	10	4	4	14	EPN3	protein_coding
662	ENSG00000049323	369	546	510	1337	875	1925	LTBP1	protein_coding
663	ENSG00000049449	4350	3335	3761	3745	3937	2959	RCN1	protein_coding
664	ENSG00000049540	10229	10185	13791	5219	7843	1211	ELN	protein_coding
665	ENSG00000049541	297	266	298	232	347	411	RFC2	protein_coding
666	ENSG00000049618	2065	2570	2482	2590	2683	3669	ARID1B	protein_coding
667	ENSG00000049656	609	596	737	359	675	987	CLPTM1L	protein_coding
668	ENSG00000049759	183	340	345	571	574	581	NEDD4L	protein_coding
669	ENSG00000049768	7	2	1	7	8	6	FOXP3	protein_coding
670	ENSG00000049769	255	281	429	174	290	312	PPP1R3F	protein_coding
671	ENSG00000049860	2071	1802	1995	3258	3129	3566	HEXB	protein_coding
672	ENSG00000049883	206	226	198	171	200	200	PTCD2	protein_coding
673	ENSG00000050030	0	0	6	2	2	2	NEXMIF	protein_coding
674	ENSG00000050130	1527	1946	2220	1208	1281	1554	JKAMP	protein_coding
675	ENSG00000050165	48756	48355	53299	68321	78588	70410	DKK3	protein_coding
676	ENSG00000050327	11	12	8	6	10	10	ARHGEF5	protein_coding
677	ENSG00000050344	182	148	197	111	110	146	NFE2L3	protein_coding
678	ENSG00000050393	697	725	742	527	685	851	MCUR1	protein_coding
679	ENSG00000050405	8790	8940	9272	10121	10293	14373	LIMA1	protein_coding
680	ENSG00000050426	736	872	885	722	875	885	LETMD1	protein_coding
681	ENSG00000050438	114	140	147	126	352	258	SLC4A8	protein_coding
682	ENSG00000050555	46	93	70	60	66	38	LAMC3	protein_coding
683	ENSG00000050628	100	128	156	180	191	394	PTGER3	protein_coding
684	ENSG00000050730	26	24	22	36	26	38	TNIP3	protein_coding
685	ENSG00000050748	1046	1212	1201	1015	1165	1292	MAPK9	protein_coding
